Store Directory,,,,,,,,,,,,,
,,,,,,,,,,,,,
J,,,Magnolia Plaza ,,,,,,James L. Sheppard ,Johnny L. Hankerson Jr ,(850) 236 - 4415,Pharmacy,Bay 
1173,,,2419 Thomas Drive ,,,,,,,,,,
,,,Panama City Beach ,,FL,,32408-5808,,,,,,
,,,,,,,,,,,,,
J,,,Fountains West ,,,,,,Wyatte L. Osteen ,Jeffrey W. Pevoroff ,(407) 654 - 1356,Pharmacy,Orange 
1174,,,301 West Road ,,,,,,,,,,
,,,Ocoee ,,FL,,34761-5300,,,,,,
,,,,,,,,,,,,,
C,,,Lebanon Center ,,,,,,Felix N. Allen ,Joe Prestigiacomo ,(615) 444 - 2581,Pharmacy,Wilson 
1175,,,1703 West Main Street ,,,,,,,,,,
,,,Lebanon ,,TN,,37087-3193,,,,,,
,,,,,,,,,,,,,
J,,,Publix At University Square ,,,,,,Stephan M. Walker ,David P. Hanegan ,(904) 419 - 4807,Pharmacy,Duval 
1176,,,2875 University Boulevard West ,,,,,,,,,Liquor Store,
,,,Jacksonville ,,FL,,32217-2116,,,,,,
,,,,,,,,,,,,,
J,,,Publix At Dames Pointe ,,,,,,Stephan M. Walker ,David P. Hanegan ,(904) 744 - 7983,Pharmacy,Duval 
1177,,,7117 Merrill Road ,,,,,,,,,Liquor Store,
,,,Jacksonville ,,FL,,32277-2620,,,,,,
,,,,,,,,,,,,,
A,,,Village At Mulberry Park ,,,,,,Jasmin Ovcina ,Tammy Quirion ,(770) 682 - 2421,Pharmacy,Gwinnett 
1178,,,831 Auburn Road ,,,,,,,,,,
,,,Dacula ,,GA,,30019-5434,,,,,,
,,,,,,,,,,,,,
J,,,Pleasant Hill Commons ,,,,,,Wyatte L. Osteen ,Leighton A. Hall ,(407) 846 - 1264,Pharmacy,Osceola 
1179,,,3343 South Orange Blossom Trail ,,,,,,,,,,
,,,Kissimmee ,,FL,,34746-6565,,,,,,
,,,,,,,,,,,,,
L,,,The Shoppes At Price Crossing ,,,,,,Marsha C. Singh ,Jack L. Drew ,(941) 240 - 5023,Pharmacy,Sarasota 
1180,,,1251 South Toledo Blade Boulevard ,,,,,,,,,,
,,,North Port ,,FL,,34288-2410,,,,,,
,,,,,,,,,,,,,
J,,,Village Shops At Bellalago ,,,,,,Wyatte L. Osteen ,Leighton A. Hall ,(407) 343 - 7575,Pharmacy,Osceola 
1181,,,3839 Pleasant Hill Road ,,,,,,,,,Liquor Store,
,,,Kissimmee ,,FL,,34746-2952,,,,,,
,,,,,,,,,,,,,
L,,,Publix Super Market At Hyde Park ,,,,,,Ernest P. Helm ,Addison Avila ,(813) 250 - 0129,,Hillsborough 
1182,,,2401 West Azeele Street ,,,,,,,,,,
,,,Tampa ,,FL,,33609-3317,,,,,,
,,,,,,,,,,,,,
A,,,Parkway Village ,,,,,,Aissata Deme ,Kourosh Noorbehesht ,(770) 774 - 3600,Pharmacy,Fulton 
1183,,,5370 Campbellton Fairburn Road ,,,,,,,,,,
,,,Fairburn ,,GA,,30213-2296,,,,,,
,,,,,,,,,,,,,
A,,,Seven Hills Station ,,,,,,Aissata Deme ,Bruce C. Humphries ,(770) 975 - 6786,Pharmacy,Paulding 
1184,,,80 Seven Hills Boulevard ,,,,,,,,,,
,,,Dallas ,,GA,,30132-0574,,,,,,
,,,,,,,,,,,,,
A,,,Village Shoppes Of Madison ,,,,,,Thomas E. Sayers ,Sean A. Franklin ,(256) 230 - 2626,Pharmacy,Limestone 
1185,,,"12070 County Line Road, Suite C ",,,,,,,,,,
,,,Madison ,,AL,,35756-2000,,,,,,
,,,,,,,,,,,,,
J,,,Largo Plaza ,,,,,,Stephan M. Walker ,Keith M. Williams ,(912) 925 - 4112,Pharmacy,Chatham 
1186,,,11701 Abercorn Street ,,,,,,,,,,
,,,Savannah ,,GA,,31419-1905,,,,,,
,,,,,,,,,,,,,
J,,,Dupont Lakes Center ,,,,,,David W. Currey ,Mark C. Hanley ,(386) 789 - 1543,Pharmacy,Volusia 
1187,,,2783 Elkcam Boulevard ,,,,,,,,,Liquor Store,
,,,Deltona ,,FL,,32738-3427,,,,,,
,,,,,,,,,,,,,
A,,,West Jackson Crossing ,,,,,,Jasmin Ovcina ,Tammy Quirion ,(706) 654 - 5900,Pharmacy,Jackson 
1188,,,6055 Highway 124 West ,,,,,,,,,,
,,,Hoschton ,,GA,,30548-5535,,,,,,
,,,,,,,,,,,,,
J,,,Sea Shell Collections ,,,,,,James L. Sheppard ,James M. Watterson ,(850) 932 - 0113,Pharmacy,Santa Rosa 
1189,,,852 Gulf Breeze Parkway ,,,,,,,,,Liquor Store,
,,,Gulf Breeze ,,FL,,32561-4723,,,,,,
,,,,,,,,,,,,,
A,,,Flint Crossing_market Place ,,,,,,Thomas E. Sayers ,Jeffrey R. Jeup ,(256) 829 - 3488,Pharmacy,Madison 
1190,,,12290 Highway 231/431 North ,,,,,,,,,,
,,,Meridianville ,,AL,,35759-1200,,,,,,
,,,,,,,,,,,,,
J,,,Lake Cay Commons ,,,,,,Wyatte L. Osteen ,Leighton A. Hall ,(407) 996 - 8400,,Orange 
1191,,,9930 Universal Boulevard ,,,,,,,,,,
,,,Orlando ,,FL,,32819-8702,,,,,,
,,,,,,,,,,,,,
J,,,Lake City Commons ,,,,,,James L. Sheppard ,Philip D. Harrison ,(386) 719 - 5446,Pharmacy,Columbia 
1192,,,255 N.w. Commons Loop ,,,,,,,,,,
,,,Lake City ,,FL,,32055-7700,,,,,,
,,,,,,,,,,,,,
J,,,Shoppes Of Sugarmill Woods ,,,,,,David W. Currey ,Melissa A. Patton ,(352) 382 - 1149,Pharmacy,Citrus 
1193,,,9525 South Suncoast Boulevard ,,,,,,,,,,
,,,Homosassa ,,FL,,34446-5034,,,,,,
,,,,,,,,,,,,,
J,,,Osceola Village ,,,,,,Wyatte L. Osteen ,Leighton A. Hall ,(407) 933 - 0172,Pharmacy,Osceola 
1194,,,3040 Dyer Boulevard ,,,,,,,,,,
,,,Kissimmee ,,FL,,34741-7839,,,,,,
,,,,,,,,,,,,,
L,,,Ovation ,,,,,,Ernest P. Helm ,Andrew C. Christ ,(863) 420 - 3152,Pharmacy,Polk 
1195,,,7800 Lake Wilson Road ,,,,,,,,,,
,,,Davenport ,,FL,,33896-9605,,,,,,
,,,,,,,,,,,,,
L,,,Summertree Plaza ,,,,,,Ernest P. Helm ,Edd W. Dean ,(813) 779 - 2368,Pharmacy,Pasco 
1196,,,32765 Eiland Boulevard ,,,,,,,,,Liquor Store,
,,,Zephyrhills ,,FL,,33545-5268,,,,,,
,,,,,,,,,,,,,
M,,,Lago Del Mar ,,,,,,Jerry D. Reed ,Shane C. Nelson ,,,Dade 
1197,,,9000 S. W. 216th Street ,,,,,,,,,,
Pending Open,,,Cutler Bay ,,FL,,33190,,,,,,
,,,,,,,,,,,,,
L,,,The Shoppes At Glen Lakes ,,,,,,Joseph V. Taylor ,Allyn D. Welch ,(352) 596 - 5081,Pharmacy,Hernando 
1198,,,9595 Commercial Way ,,,,,,,,,,
,,,Weeki Wachee ,,FL,,34613-3930,,,,,,
,,,,,,,,,,,,,
L,,,Shoppes At The Royale ,,,,,,Joseph V. Taylor ,Jeffrey M. Stilwell ,(727) 344 - 1216,Pharmacy,Pinellas 
1199,,,1600 66th Street North ,,,,,,,,,,
,,,St. Petersburg ,,FL,,33710-5535,,,,,,
,,,,,,,,,,,,,
A,,,Colonial Promenade Tannehill ,,,,,,Thomas E. Sayers ,James Mowery ,(205) 426 - 7100,Pharmacy,Jefferson 
1200,,,4965 Promenade Parkway ,,,,,,,,,,
,,,Bessemer ,,AL,,35022-7304,,,,,,
,,,,,,,,,,,,,
J,,,Canopy Oak Center ,,,,,,David W. Currey ,Melissa A. Patton ,(352) 291 - 0292,Pharmacy,Marion 
1201,,,8075 Sw Highway 200  Unit 111 ,,,,,,,,,Liquor Store,
,,,Ocala ,,FL,,34481-7823,,,,,,
,,,,,,,,,,,,,
A,,,Pelham Towne Center ,,,,,,Thomas E. Sayers ,Terri T. Wallace ,(205) 620 - 0102,Pharmacy,Shelby 
1202,,,365 Huntley Parkway ,,,,,,,,,,
,,,Pelham ,,AL,,35124-6164,,,,,,
,,,,,,,,,,,,,
A,,,Eastside Junction ,,,,,,Thomas E. Sayers ,Sean A. Franklin ,(256) 230 - 2076,Pharmacy,Limestone 
1203,,,22031 U.s. Highway 72 ,,,,,,,,,,
,,,Athens ,,AL,,35613-2614,,,,,,
,,,,,,,,,,,,,
L,,,Southeast Plaza Shopping Center ,,,,,,Ernest P. Helm ,Andrew C. Christ ,(863) 291 - 0312,Pharmacy,Polk 
1204,,,884 Cypress Gardens Boulevard ,,,,,,,,,,
,,,Winter Haven ,,FL,,33880-4726,,,,,,
,,,,,,,,,,,,,
J,,,Buckwalter Place ,,,,,,Stephan M. Walker ,Johnny E. Wilcox Ii ,(843) 815 - 6430,Pharmacy,Beaufort 
1205,,,101 Buckwalter Place Boulevard ,,,,,,,,,,
,,,Bluffton ,,SC,,29910-5155,,,,,,
,,,,,,,,,,,,,
A,,,Magnolia City Place ,,,,,,Thomas E. Sayers ,Keith A. Baranowski ,(205) 608 - 4677,Pharmacy,Jefferson 
1206,,,655 Fieldstown Road ,,,,,,,,,,
,,,Gardendale ,,AL,,35071-2411,,,,,,
,,,,,,,,,,,,,
A,,,Hoover Place ,,,,,,Thomas E. Sayers ,Keith A. Baranowski ,(205) 824 - 7218,Pharmacy,Jefferson 
1207,,,1584 Montgomery Highway ,,,,,,,,,,
,,,Hoover ,,AL,,35216-4524,,,,,,
,,,,,,,,,,,,,
L,,,Brooks Village ,,,,,,Marsha C. Singh ,Steven B. Micheli ,(239) 304 - 3394,Pharmacy,Collier 
1208,,,"12975 Collier Boulevard, Suite 200 ",,,,,,,,,,
,,,Naples ,,FL,,34116-4004,,,,,,
,,,,,,,,,,,,,
M,,,Fifth & Alton ,,,,,,Jerry D. Reed ,Paul A. Acosta ,(305) 535 - 2212,Pharmacy,Dade 
1209,,,1100 6th Street ,,,,,,,,,,
,,,Miami Beach ,,FL,,33139-6312,,,,,,
,,,,,,,,,,,,,
J,,,Hibernia Pavilion ,,,,,,Stephan M. Walker ,Bryan P. Miller ,(904) 529 - 1250,Pharmacy,Clay 
1210,,,"865 Hibernia Road, Suite 200 ",,,,,,,,,,
,,,Fleming Island ,,FL,,32003-8707,,,,,,
,,,,,,,,,,,,,
C,,,Hill Center At Belle Meade ,,,,,,Felix N. Allen ,Jeromy B. Hupp ,(615) 279 - 2038,Pharmacy,Davidson 
1211,,,4324 Harding Pike ,,,,,,,,,,
,,,Nashville ,,TN,,37205-2202,,,,,,
,,,,,,,,,,,,,
L,,,Publix At Walden Woods ,,,,,,Ernest P. Helm ,Edd W. Dean ,(813) 752 - 2672,Pharmacy,Hillsborough 
1212,,,2202 Jim Redman Parkway ,,,,,,,,,Liquor Store,
,,,Plant City ,,FL,,33563-7107,,,,,,
,,,,,,,,,,,,,
J,,,The Shoppes At Palm Pointe ,,,,,,James L. Sheppard ,James M. Watterson ,(251) 980 - 1400,Pharmacy,Baldwin 
1213,,,25771 Perdido Beach Boulevard ,,,,,,,,,,
,,,Orange Beach ,,AL,,36561-6107,,,,,,
,,,,,,,,,,,,,
M,,,Atlantic Plaza ,,,,,,David J. Tapia ,Dennis C Broughton ,(321) 773 - 0836,Pharmacy,Brevard 
1214,,,"1024 Highway A1a, Suite 120 ",,,,,,,,,,
,,,Satellite Beach ,,FL,,32937-2300,,,,,,
,,,,,,,,,,,,,
L,,,Jacaranda Commons Shopping Center ,,,,,,Marsha C. Singh ,Jack L. Drew ,(941) 485 - 1037,Pharmacy,Sarasota 
1215,,,345 Jacaranda Boulevard ,,,,,,,,,Liquor Store,
,,,Venice ,,FL,,34292-2450,,,,,,
,,,,,,,,,,,,,
J,,,Crosscreek Village ,,,,,,Wyatte L. Osteen ,Mark S. Mclaughlin ,(407) 957 - 8888,Pharmacy,Osceola 
1216,,,3372 Canoe Creek Road ,,,,,,,,,,
,,,St. Cloud ,,FL,,34772-6536,,,,,,
,,,,,,,,,,,,,
A,,,The Village At New Georgia ,,,,,,Aissata Deme ,Kourosh Noorbehesht ,(678) 840 - 4676,Pharmacy,Paulding 
1217,,,7953 Villa Rica Highway ,,,,,,,,,,
,,,Dallas ,,GA,,30157-8619,,,,,,
,,,,,,,,,,,,,
A,,,Harvest Square ,,,,,,Thomas E. Sayers ,Jeffrey R. Jeup ,(256) 851 - 5958,Pharmacy,Madison 
1218,,,5850 Highway 53 ,,,,,,,,,,
,,,Harvest ,,AL,,35749-4301,,,,,,
,,,,,,,,,,,,,
L,,,The Shoppes At Sunlake Centre ,,,,,,Ernest P. Helm ,Jennifer L. Young ,(813) 948 - 1275,Pharmacy,Pasco 
1219,,,18901 State Road 54 ,,,,,,,,,Liquor Store,
,,,Lutz ,,FL,,33558-5268,,,,,,
,,,,,,,,,,,,,
C,,,Mt. Juliet Village ,,,,,,Felix N. Allen ,Joe Prestigiacomo ,(615) 758 - 4200,Pharmacy,Wilson 
1220,,,11207 Lebanon Road ,,,,,,,,,,
,,,Mt Juliet ,,TN,,37122-5545,,,,,,
,,,,,,,,,,,,,
M,,,Canyon Town Center ,,,,,,Timothy J. Redding ,Melissa Macqueen ,(561) 369 - 4800,Pharmacy,Palm Beach 
1221,,,8780 Boynton Beach Boulevard ,,,,,,,,,,
,,,Boynton Beach ,,FL,,33472-4423,,,,,,
,,,,,,,,,,,,,
J,,,Shoppes At East San Marco ,,,,,,Stephan M. Walker ,David P. Hanegan ,(904) 380 - 4445,Pharmacy,Duval 
1223,,,"2039 Hendricks Ave, Suite 325 ",,,,,,,,,Liquor Store,
Pending Open,,,Jacksonville ,,FL,,32207,,,,,,
,,,,,,,,,,,,,
J,,,Santa Rosa Commons ,,,,,,James L. Sheppard ,James M. Watterson ,(850) 994 - 4816,Pharmacy,Santa Rosa 
1225,,,4739 Highway 90 ,,,,,,,,,,
,,,Pace ,,FL,,32571-1403,,,,,,
,,,,,,,,,,,,,
A,,,Moores Mill Center ,,,,,,Aissata Deme ,James W. Gehring ,(404) 351 - 4794,Pharmacy,Fulton 
1226,,,2275 Marietta Blvd Nw ,,,,,,,,,,
,,,Atlanta ,,GA,,30318-2004,,,,,,
,,,,,,,,,,,,,
A,,,The Village Shoppes At Windermere ,,,,,,Jasmin Ovcina ,Courtney A. Holberg ,(770) 781 - 0368,Pharmacy,Forsyth 
1227,,,3120 Mathis Airport Parkway ,,,,,,,,,,
,,,Suwanee ,,GA,,30024-9128,,,,,,
,,,,,,,,,,,,,
A,,,High Point Town Center ,,,,,,Thomas E. Sayers ,La Shawndra T. Johnson ,(334) 285 - 0227,Pharmacy,Elmore 
1228,,,2451 Cobbs Ford Road ,,,,,,,,,,
,,,Prattville ,,AL,,36066-7763,,,,,,
,,,,,,,,,,,,,
M,,,Altos Plaza - Sabor Shopping Center ,,,,,,Jerry D. Reed ,Chadi M. Majzoub ,(305) 541 - 3265,,Dade 
1230,,,121 Sw 22nd Avenue ,,,,,,,,,,
,,,Miami ,,FL,,33135-1504,,,,,,
,,,,,,,,,,,,,
J,,,Vilano Beach Town Center ,,,,,,Stephan M. Walker ,Barry M. Rickelman ,(904) 827 - 1448,Pharmacy,St. Johns 
1231,,,55 Ava Way ,,,,,,,,,Liquor Store,
,,,St. Augustine ,,FL,,32084-2904,,,,,,
,,,,,,,,,,,,,
A,,,Paradise Shoppes Of Perry ,,,,,,Jasmin Ovcina ,Richard T. Byrd ,(478) 218 - 7577,Pharmacy,Houston 
1233,,,275 Perry Parkway ,,,,,,,,,,
,,,Perry ,,GA,,31069-9275,,,,,,
,,,,,,,,,,,,,
C,,,Market At Salem Cove ,,,,,,Felix N. Allen ,Vincent J. Mingione ,(615) 895 - 7096,Pharmacy,Rutherford 
1234,,,2650 New Salem Highway ,,,,,,,,,,
,,,Murfreesboro ,,TN,,37128-5265,,,,,,
,,,,,,,,,,,,,
C,,,Mt. View Marketplace ,,,,,,Felix N. Allen ,Vincent J. Mingione ,(615) 501 - 8250,Pharmacy,Davidson 
1235,,,3532 Murfreesboro Pike ,,,,,,,,,,
,,,Antioch ,,TN,,37013-2210,,,,,,
,,,,,,,,,,,,,
M,,,127th Street Shopping Center ,,,,,,Jerry D. Reed ,Charles S. Anderson ,(305) 893 - 6781,Pharmacy,Dade 
1236,,,12800 Biscayne Boulevard ,,,,,,,,,,
,,,North Miami ,,FL,,33181,,,,,,
,,,,,,,,,,,,,
M,,,Cornerstone At Stuart ,,,,,,David J. Tapia ,Mark R. Boyden ,(772) 692 - 5025,Pharmacy,Martin 
1237,,,1501 N. W. Federal Highway ,,,,,,,,,,
,,,Stuart ,,FL,,34994-1039,,,,,,
,,,,,,,,,,,,,
C,,,The Shops Of Lee Village ,,,,,,Felix N. Allen ,Vincent J. Mingione ,(615) 223 - 9101,Pharmacy,Rutherford 
1238,,,1640 Lee Victory Parkway ,,,,,,,,,,
,,,Smyrna ,,TN,,37167-6529,,,,,,
,,,,,,,,,,,,,
J,,,Shoppes At Murabella ,,,,,,Stephan M. Walker ,Brian Bowman ,(904) 940 - 2889,Pharmacy,St. Johns 
1239,,,84 Tuscan Way ,,,,,,,,,Liquor Store,
,,,St. Augustine ,,FL,,32092-1831,,,,,,
,,,,,,,,,,,,,
J,,,Breakfast Point Marketplace ,,,,,,James L. Sheppard ,Johnny L. Hankerson Jr ,(850) 236 - 4515,Pharmacy,Bay 
1241,,,11240 Panama City Beach Parkway ,,,,,,,,,,
,,,Panama City Beach ,,FL,,32407-2449,,,,,,
,,,,,,,,,,,,,
J,,,Nocatee Town Center ,,,,,,Stephan M. Walker ,Brian Bowman ,(904) 825 - 0263,Pharmacy,St. Johns 
1243,,,120 Marketside Avenue ,,,,,,,,,Liquor Store,
,,,Ponte Vedra ,,FL,,32081-0574,,,,,,
,,,,,,,,,,,,,
C,,,Snow Hill Village ,,,,,,Felix N. Allen ,Nicholas M. Churillo ,(423) 238 - 1032,Pharmacy,Hamilton 
1244,,,"5958 Snow Hill Road, Suite 168 ",,,,,,,,,,
,,,Ooltewah ,,TN,,37363-7834,,,,,,
,,,,,,,,,,,,,
L,,,Zephyr Commons ,,,,,,Ernest P. Helm ,Edd W. Dean ,(813) 783 - 6871,Pharmacy,Pasco 
1245,,,7838 Gall Boulevard ,,,,,,,,,,
,,,Zephyrhills ,,FL,,33541-4302,,,,,,
,,,,,,,,,,,,,
M,,,Shoppes At Woolbright ,,,,,,Timothy J. Redding ,Melissa Macqueen ,(561) 731 - 2900,Pharmacy,Palm Beach 
1246,,,10935 South Jog Road ,,,,,,,,,,
,,,Boynton Beach ,,FL,,33437-3921,,,,,,
,,,,,,,,,,,,,
M,,,Promenade At Silver Palm ,,,,,,Jerry D. Reed ,Kevin D. Donlan ,(305) 257 - 4090,Pharmacy,Dade 
1247,,,23300 S.w. 112th Avenue ,,,,,,,,,Liquor Store,
,,,Homestead ,,FL,,33032-7173,,,,,,
,,,,,,,,,,,,,
A,,,Laurel Canyon Village ,,,,,,Aissata Deme ,Robert C. Abrahamson ,(770) 479 - 3700,Pharmacy,Cherokee 
1248,,,"15 Laurel Canyon Village Circle, Suite 118 ",,,,,,,,,,
,,,Canton ,,GA,,30114,,,,,,
,,,,,,,,,,,,,
A,,,Jonquil Village ,,,,,,Aissata Deme ,Bruce C. Humphries ,(770) 319 - 1123,Pharmacy,Cobb 
1250,,,2955 Atlanta Road Se ,,,,,,,,,,
,,,Smyrna ,,GA,,30080-3651,,,,,,
,,,,,,,,,,,,,
A,,,Barrow Crossing ,,,,,,Jasmin Ovcina ,Tammy Quirion ,(770) 307 - 1600,Pharmacy,Barrow 
1251,,,"916 Loganville Highway, Suite 200 ",,,,,,,,,,
,,,Bethlehem ,,GA,,30620-2145,,,,,,
,,,,,,,,,,,,,
L,,,La Piazza Publix Center ,,,,,,Marsha C. Singh ,Steven B. Micheli ,(239) 304 - 3269,Pharmacy,Collier 
1252,,,4975 Avila Avenue ,,,,,,,,,,
,,,Ave Maria ,,FL,,34142-9562,,,,,,
,,,,,,,,,,,,,
A,,,Capital Market Center ,,,,,,Thomas E. Sayers ,James Mowery ,(205) 247 - 7710,Pharmacy,Tuscaloosa 
1253,,,1101 Southview Lane ,,,,,,,,,,
,,,Tuscaloosa ,,AL,,35405-6389,,,,,,
,,,,,,,,,,,,,
J,,,The Market At Rice Hope ,,,,,,Stephan M. Walker ,Johnny E. Wilcox Ii ,(912) 966 - 5890,Pharmacy,Chatham 
1256,,,7936 Ga Highway 21 ,,,,,,,,,,
,,,Port Wentworth ,,GA,,31407-9720,,,,,,
,,,,,,,,,,,,,
J,,,Beach Village ,,,,,,Stephan M. Walker ,Barry M. Rickelman ,(386) 517 - 2776,Pharmacy,Flagler 
1257,,,414 Beach Village Drive ,,,,,,,,,Liquor Store,
,,,Flagler Beach ,,FL,,32136-3063,,,,,,
,,,,,,,,,,,,,
J,,,Publix At South Walton ,,,,,,James L. Sheppard ,James A. Minor ,(850) 267 - 0582,Pharmacy,Walton 
1258,,,2038 Us Highway 98 West ,,,,,,,,,Liquor Store,
,,,Santa Rosa Beach ,,FL,,32459-5322,,,,,,
,,,,,,,,,,,,,
J,,,Dunlawton Square ,,,,,,David W. Currey ,Mark C. Hanley ,(386) 788 - 2220,Pharmacy,Volusia 
1259,,,3821 South Nova Road ,,,,,,,,,Liquor Store,
,,,Port Orange ,,FL,,32127-4950,,,,,,
,,,,,,,,,,,,,
L,,,Publix At Southshore Village ,,,,,,Ernest P. Helm ,Daniel L. Cline Sr ,(813) 641 - 2377,Pharmacy,Hillsborough 
1260,,,5052 N Highway 41 ,,,,,,,,,Liquor Store,
,,,Apollo Beach ,,FL,,33572-3108,,,,,,
,,,,,,,,,,,,,
L,,,Alico Commons ,,,,,,Marsha C. Singh ,Bryan J. Lanzilotta ,(239) 489 - 0134,Pharmacy,Lee 
1262,,,"16980 Alico Mission Way, Suite 403 ",,,,,,,,,,
,,,Ft. Myers ,,FL,,33908-4851,,,,,,
,,,,,,,,,,,,,
A,,,Bass Plantation ,,,,,,Jasmin Ovcina ,Richard T. Byrd ,(478) 474 - 3064,Pharmacy,Bibb 
1263,,,5451 Bowman Road ,,,,,,,,,,
,,,Macon ,,GA,,31210-5783,,,,,,
,,,,,,,,,,,,,
M,,,Publix At Hialeah ,,,,,,Jerry D. Reed ,Carlos R Uz ,(305) 888 - 1033,Pharmacy,Dade 
1264,,,3251 East 2nd Avenue ,,,,,,,,,,
,,,Hialeah ,,FL,,33013-3285,,,,,,
,,,,,,,,,,,,,
J,,,The Shoppes At Fairhope Village ,,,,,,James L. Sheppard ,Stephen M Skelton ,(251) 929 - 7355,Pharmacy,Baldwin 
1265,,,"22530 U.s. Highway 98, Suite 100 ",,,,,,,,,,
,,,Fairhope ,,AL,,36532-6398,,,,,,
,,,,,,,,,,,,,
C,,,The Market At Cane Bay ,,,,,,Joseph R Riddle ,Juan A. Cuervo ,(843) 761 - 3750,Pharmacy,Berkeley 
1266,,,1724 State Road ,,,,,,,,,,
,,,Summerville ,,SC,,29486-2842,,,,,,
,,,,,,,,,,,,,
L,,,Publix At Bee Ridge ,,,,,,Marsha C. Singh ,Michael A. Kot ,(941) 371 - 4276,Pharmacy,Sarasota 
1267,,,8300 Bee Ridge Road ,,,,,,,,,,
,,,Sarasota ,,FL,,34241-6312,,,,,,
,,,,,,,,,,,,,
C,,,Providence Commons ,,,,,,Felix N. Allen ,Joe Prestigiacomo ,(615) 773 - 0250,Pharmacy,Wilson 
1268,,,665 South Mt. Juliet Road ,,,,,,,,,,
,,,Mt Juliet ,,TN,,37122-6483,,,,,,
,,,,,,,,,,,,,
J,,,Loch Leven Landing ,,,,,,David W. Currey ,Aaron T. Masilunis ,(352) 383 - 0368,Pharmacy,Lake 
1269,,,18955 Us Highway 441 ,,,,,,,,,,
,,,Mount Dora ,,FL,,32757-6735,,,,,,
,,,,,,,,,,,,,
L,,,Southgate Shopping Center ,,,,,,Ernest P. Helm ,Jason Macklin ,(863) 683 - 9860,Pharmacy,Polk 
1270,,,2515 South Florida Avenue ,,,,,,,,,Liquor Store,
,,,Lakeland ,,FL,,33803-3858,,,,,,
,,,,,,,,,,,,,
L,,,Hays Road Town Center ,,,,,,Joseph V. Taylor ,Chris Mcgough ,(727) 856 - 0293,Pharmacy,Pasco 
1271,,,14851 State Road 52 ,,,,,,,,,,
,,,Hudson ,,FL,,34669-4061,,,,,,
,,,,,,,,,,,,,
M,,,Eureka Promenade ,,,,,,Jerry D. Reed ,Glen P Weston ,(305) 256 - 3102,Pharmacy,Dade 
1273,,,18280 S.w. 147th Avenue ,,,,,,,,,Liquor Store,
,,,Miami ,,FL,,33187-1813,,,,,,
,,,,,,,,,,,,,
M,,,The Delray Marketplace ,,,,,,Timothy J. Redding ,Melissa Macqueen ,(561) 498 - 1285,Pharmacy,Palm Beach 
1274,,,9239 Atlantic Avenue ,,,,,,,,,,
,,,Delray Beach ,,FL,,33446-9002,,,,,,
,,,,,,,,,,,,,
J,,,Stoneybrook Hills Village ,,,,,,David W. Currey ,Aaron T. Masilunis ,(352) 383 - 0740,Pharmacy,Orange 
1275,,,"6551 North Orange Blossom Trail, Suite 155 ",,,,,,,,,Liquor Store,
,,,Mount Dora ,,FL,,32757-7009,,,,,,
,,,,,,,,,,,,,
L,,,Valrico Square ,,,,,,Ernest P. Helm ,Tab E. Bryant ,(813) 657 - 4041,Pharmacy,Hillsborough 
1277,,,1971 State Road 60 East ,,,,,,,,,Liquor Store,
,,,Valrico ,,FL,,33594-3603,,,,,,
,,,,,,,,,,,,,
J,,,Shoppes At Mission Trace ,,,,,,Stephan M. Walker ,Brian Bowman ,(904) 819 - 6518,Pharmacy,St. Johns 
1278,,,955 State Road 16 ,,,,,,,,,,
,,,St. Augustine ,,FL,,32084-1857,,,,,,
,,,,,,,,,,,,,
A,,,Friendship Springs Village ,,,,,,Jasmin Ovcina ,Carter P. Vaverek ,(770) 967 - 1249,Pharmacy,Hall 
1279,,,7334 Spout Springs Road ,,,,,,,,,,
,,,Flowery Branch ,,GA,,30542-5543,,,,,,
,,,,,,,,,,,,,
L,,,Shops At Village Walk ,,,,,,Marsha C. Singh ,Mackenzie D. Mast ,(239) 274 - 1226,Pharmacy,Lee 
1280,,,"7950 Dani Drive, Suite 200 ",,,,,,,,,,
,,,Ft. Myers ,,FL,,33966-8012,,,,,,
,,,,,,,,,,,,,
A,,,Calera Crossings ,,,,,,Thomas E. Sayers ,Terri T. Wallace ,(205) 668 - 3585,Pharmacy,Shelby 
1281,,,90 Marketplace Circle ,,,,,,,,,,
,,,Calera ,,AL,,35040-8200,,,,,,
,,,,,,,,,,,,,
L,,,Shoppes At Avalon ,,,,,,Joseph V. Taylor ,Allyn D. Welch ,(352) 797 - 8027,Pharmacy,Hernando 
1282,,,13455 County Line Road ,,,,,,,,,,
,,,Spring Hill ,,FL,,34609-6600,,,,,,
,,,,,,,,,,,,,
J,,,Publix At Arlington River ,,,,,,Stephan M. Walker ,David P. Hanegan ,(904) 721 - 3410,Pharmacy,Duval 
1283,,,5858 Atlantic Boulevard ,,,,,,,,,,
,,,Jacksonville ,,FL,,32207-2223,,,,,,
,,,,,,,,,,,,,
M,,,Darwin Square ,,,,,,David J. Tapia ,Mark R. Boyden ,(772) 621 - 8473,Pharmacy,St. Lucie 
1284,,,3253 S.w. Port St. Lucie Boulevard ,,,,,,,,,,
,,,Port Saint Lucie ,,FL,,34953-3489,,,,,,
,,,,,,,,,,,,,
J,,,Casselberry Commons ,,,,,,Wyatte L. Osteen ,Abraham E. Gonzalez ,(407) 673 - 0162,Pharmacy,Seminole 
1285,,,"1455 Sr 436, Unit 221 ",,,,,,,,,,
